type;word;trash;polarity
weak;infiltrators;"adj stemmed1=n";negative
weak;infiltrators;"noun stemmed1=n";negative
strong;infirm;"adj stemmed1=n";negative
strong;inflame;"verb stemmed1=y";negative
strong;inflammatory;"adj stemmed1=n";negative
weak;inflated;"adj stemmed1=n";negative
weak;inflationary;"adj stemmed1=n";negative
strong;inflexible;"adj stemmed1=n";negative
strong;inflict;"verb stemmed1=y";negative
weak;influence;"adj stemmed1=n";neutral
weak;influence;"noun stemmed1=n";neutral
weak;influential;"adj stemmed1=n";positive
weak;informational;"adj stemmed1=n";neutral
weak;informative;"adj stemmed1=n";positive
weak;infraction;"noun stemmed1=n";negative
strong;infringe;"verb stemmed1=y";negative
strong;infringement;"noun stemmed1=n";negative
strong;infringements;"adj stemmed1=n";negative
strong;infringements;"noun stemmed1=n";negative
strong;infuriate;"verb stemmed1=y";negative
strong;infuriated;"adj stemmed1=n";negative
strong;infuriating;"anypos stemmed1=n";negative
strong;infuriatingly;"anypos stemmed1=n";negative
strong;ingenious;"adj stemmed1=n";positive
strong;ingeniously;"anypos stemmed1=n";positive
strong;ingenuity;"noun stemmed1=n";positive
strong;ingenuous;"adj stemmed1=n";positive
strong;ingenuously;"adverb stemmed1=n";positive
strong;inglorious;"adj stemmed1=n";negative
strong;ingrate;"noun stemmed1=n";negative
strong;ingratiate;"verb stemmed1=y";positive
strong;ingratiating;"adj stemmed1=n";positive
strong;ingratiatingly;"adverb stemmed1=n";positive
strong;ingratitude;"noun stemmed1=n";negative
strong;inherent;"adj stemmed1=n";neutral
strong;inherent;"noun stemmed1=n";neutral
weak;inhibit;"verb stemmed1=y";negative
weak;inhibition;"noun stemmed1=n";negative
strong;inhospitable;"adj stemmed1=n";negative
strong;inhospitality;"noun stemmed1=n";negative
strong;inhuman;"adj stemmed1=n";negative
strong;inhumane;"adj stemmed1=n";negative
strong;inhumanity;"noun stemmed1=n";negative
strong;inimical;"adj stemmed1=n";negative
strong;inimically;"adverb stemmed1=n";negative
strong;iniquitous;"adj stemmed1=n";negative
strong;iniquity;"noun stemmed1=n";negative
strong;injudicious;"adj stemmed1=n";negative
weak;injure;"verb stemmed1=y";negative
weak;injurious;"adj stemmed1=n";negative
weak;injury;"noun stemmed1=n";negative
strong;injustice;"adj stemmed1=n";negative
strong;injustice;"noun stemmed1=n";negative
strong;injustices;"adj stemmed1=n";negative
strong;injustices;"noun stemmed1=n";negative
strong;inkling;"anypos stemmed1=n";neutral
strong;inklings;"adj stemmed1=n";neutral
strong;inklings;"noun stemmed1=n";neutral
weak;innocence;"adj stemmed1=n";positive
weak;innocence;"noun stemmed1=n";positive
weak;innocent;"adj stemmed1=n";positive
weak;innocently;"adj stemmed1=n";positive
strong;innocuous;"adj stemmed1=n";positive
strong;innocuous;"noun stemmed1=n";positive
weak;innovation;"adj stemmed1=n";positive
weak;innovation;"noun stemmed1=n";positive
weak;innovative;"adj stemmed1=n";positive
weak;innumerable;"adj stemmed1=n";neutral
weak;innumerably;"adverb stemmed1=n";neutral
weak;innumerous;"adj stemmed1=n";neutral
strong;innuendo;"adj stemmed1=n";negative
strong;innuendo;"noun stemmed1=n";negative
strong;inoffensive;"adj stemmed1=n";positive
strong;inopportune;"adj stemmed1=n";negative
strong;inordinate;"adj stemmed1=n";negative
strong;inordinately;"anypos stemmed1=n";negative
strong;inquisitive;"adj stemmed1=n";positive
strong;insane;"adj stemmed1=n";negative
strong;insanely;"anypos stemmed1=n";negative
strong;insanity;"noun stemmed1=n";negative
strong;insatiable;"adj stemmed1=n";negative
weak;insecure;"adj stemmed1=n";negative
strong;insecurity;"adj stemmed1=n";negative
strong;insecurity;"noun stemmed1=n";negative
weak;insensible;"adj stemmed1=n";negative
strong;insensitive;"adj stemmed1=n";negative
strong;insensitively;"adverb stemmed1=n";negative
strong;insensitivity;"adj stemmed1=n";negative
strong;insensitivity;"noun stemmed1=n";negative
strong;insidious;"adj stemmed1=n";negative
strong;insidiously;"anypos stemmed1=n";negative
strong;insight;"adj stemmed1=n";positive
strong;insight;"noun stemmed1=n";positive
strong;insightful;"anypos stemmed1=n";positive
strong;insightfully;"anypos stemmed1=n";positive
strong;insights;"anypos stemmed1=n";neutral
weak;insignificance;"noun stemmed1=n";negative
weak;insignificant;"adj stemmed1=n";negative
weak;insignificantly;"adverb stemmed1=n";negative
strong;insincere;"adj stemmed1=n";negative
strong;insincerely;"adverb stemmed1=n";negative
strong;insincerity;"noun stemmed1=n";negative
strong;insinuate;"verb stemmed1=y";negative
strong;insinuating;"adj stemmed1=n";negative
strong;insinuation;"adj stemmed1=n";negative
strong;insinuation;"noun stemmed1=n";negative
strong;insist;"verb stemmed1=y";positive
weak;insistence;"adj stemmed1=n";positive
weak;insistence;"noun stemmed1=n";positive
strong;insistent;"adj stemmed1=n";positive
strong;insistently;"anypos stemmed1=n";positive
strong;insociable;"adj stemmed1=n";negative
weak;isolation;"noun stemmed1=n";negative
strong;insolence;"anypos stemmed1=n";negative
strong;insolence;"noun stemmed1=n";negative
strong;insolent;"adj stemmed1=n";negative
strong;insolently;"anypos stemmed1=n";negative
weak;insolvent;"adj stemmed1=n";negative
strong;insouciance;"noun stemmed1=n";negative
strong;inspiration;"noun stemmed1=n";positive
strong;inspirational;"adj stemmed1=n";positive
strong;inspire;"verb stemmed1=y";positive
strong;inspiring;"adj stemmed1=n";positive
strong;inspiring;"anypos stemmed1=n";positive
weak;instability;"noun stemmed1=n";negative
weak;instable;"adj stemmed1=n";negative
strong;instigate;"verb stemmed1=y";negative
strong;instigator;"noun stemmed1=n";negative
strong;instigators;"noun stemmed1=n";negative
weak;instructive;"adj stemmed1=n";positive
weak;instrumental;"adj stemmed1=n";positive
weak;insubordinate;"adj stemmed1=n";negative
strong;insubstantial;"adj stemmed1=n";negative
strong;insubstantially;"adverb stemmed1=n";negative
strong;insufferable;"adj stemmed1=n";negative
strong;insufferably;"adverb stemmed1=n";negative
weak;insufficiency;"noun stemmed1=n";negative
weak;insufficient;"adj stemmed1=n";negative
weak;insufficiently;"adverb stemmed1=n";negative
weak;insular;"adj stemmed1=n";negative
strong;insult;"noun stemmed1=n";negative
strong;insult;"verb stemmed1=y";negative
strong;insulted;"adj stemmed1=n";negative
strong;insulting;"adj stemmed1=n";negative
strong;insulting;"anypos stemmed1=n";negative
strong;insultingly;"anypos stemmed1=n";negative
strong;insupportable;"adj stemmed1=n";negative
strong;insupportably;"adverb stemmed1=n";negative
weak;insurmountable;"adj stemmed1=n";negative
weak;insurmountably;"adverb stemmed1=n";negative
weak;insurrection;"adj stemmed1=n";negative
weak;insurrection;"noun stemmed1=n";negative
weak;intact;"adj stemmed1=n";positive
weak;integral;"adj stemmed1=n";positive
strong;integrity;"noun stemmed1=n";positive
strong;intelligent;"adj stemmed1=n";positive
weak;intelligence;"noun stemmed1=n";positive
strong;intelligible;"adj stemmed1=n";positive
weak;intend;"verb stemmed1=y";neutral
weak;intense;"adj stemmed1=n";neutral
weak;intense;"noun stemmed1=n";neutral
weak;intensive;"adj stemmed1=n";neutral
weak;intensively;"adverb stemmed1=n";neutral
weak;intent;"adj stemmed1=n";neutral
weak;intent;"noun stemmed1=n";neutral
weak;intention;"adj stemmed1=n";neutral
weak;intention;"noun stemmed1=n";neutral
weak;intentions;"adj stemmed1=n";neutral
weak;intentions;"noun stemmed1=n";neutral
weak;intents;"adj stemmed1=n";neutral
weak;intents;"noun stemmed1=n";neutral
weak;intercede;"verb stemmed1=y";positive
weak;interest;"adj stemmed1=n";positive
weak;interest;"noun stemmed1=n";positive
weak;interest;"verb stemmed1=y";positive
weak;interested;"adj stemmed1=n";positive
strong;interesting;"anypos stemmed1=n";positive
weak;interests;"adj stemmed1=n";positive
weak;interests;"noun stemmed1=n";positive
weak;interfere;"verb stemmed1=y";negative
weak;interference;"adj stemmed1=n";negative
weak;interference;"noun stemmed1=n";negative
weak;intermittent;"adj stemmed1=n";negative
weak;interrupt;"verb stemmed1=y";negative
weak;interruption;"noun stemmed1=n";negative
strong;intimacy;"adj stemmed1=n";positive
strong;intimacy;"noun stemmed1=n";positive
weak;intimate;"adj stemmed1=n";positive
strong;intimate;"verb stemmed1=y";neutral
weak;intimidate;"verb stemmed1=y";negative
strong;intimidating;"anypos stemmed1=n";negative
strong;intimidatingly;"anypos stemmed1=n";negative
weak;intimidation;"adj stemmed1=n";negative
weak;intimidation;"noun stemmed1=n";negative
strong;intolerable;"adj stemmed1=n";negative
strong;intolerablely;"anypos stemmed1=n";negative
strong;intolerance;"adj stemmed1=n";negative
strong;intolerance;"noun stemmed1=n";negative
strong;intolerant;"anypos stemmed1=n";negative
weak;intoxicate;"verb stemmed1=y";negative
weak;intractable;"adj stemmed1=n";negative
strong;intransigence;"adj stemmed1=n";negative
strong;intransigence;"noun stemmed1=n";negative
strong;intransigent;"anypos stemmed1=n";negative
weak;intricate;"adj stemmed1=n";positive
strong;intrigue;"adj stemmed1=n";positive
strong;intrigue;"noun stemmed1=n";positive
weak;intrigue;"verb stemmed1=y";neutral
strong;intriguing;"adj stemmed1=n";positive
strong;intriguing;"anypos stemmed1=n";positive
strong;intriguingly;"anypos stemmed1=n";positive
strong;intrude;"verb stemmed1=y";negative
weak;intrusion;"noun stemmed1=n";negative
strong;intrusive;"adj stemmed1=n";negative
strong;intuitive;"adj stemmed1=n";positive
strong;inundate;"verb stemmed1=y";negative
strong;inundated;"anypos stemmed1=n";negative
weak;invader;"adj stemmed1=n";negative
weak;invader;"noun stemmed1=n";negative
strong;invalid;"adj stemmed1=n";negative
strong;invalidate;"verb stemmed1=y";negative
strong;invalidity;"noun stemmed1=n";negative
strong;invaluable;"adj stemmed1=n";positive
strong;invaluablely;"anypos stemmed1=n";positive
weak;invasive;"adj stemmed1=n";negative
strong;invective;"anypos stemmed1=n";negative
strong;inveigle;"verb stemmed1=y";negative
weak;inventive;"adj stemmed1=n";positive
strong;invidious;"adj stemmed1=n";negative
strong;invidiously;"anypos stemmed1=n";negative
strong;invidiousness;"noun stemmed1=n";negative
weak;invigorate;"verb stemmed1=y";positive
strong;invigorating;"anypos stemmed1=n";positive
strong;invincibility;"anypos stemmed1=n";positive
strong;invincible;"adj stemmed1=n";positive
strong;inviolable;"adj stemmed1=n";positive
strong;inviolate;"adj stemmed1=n";positive
weak;invisible;"adj stemmed1=n";neutral
strong;invulnerable;"adj stemmed1=n";positive
weak;involuntarily;"adverb stemmed1=n";negative
weak;involuntary;"adj stemmed1=n";negative
strong;irate;"adj stemmed1=n";negative
strong;irately;"anypos stemmed1=n";negative
strong;ire;"noun stemmed1=n";negative
strong;irk;"verb stemmed1=y";negative
strong;irksome;"anypos stemmed1=n";negative
strong;ironic;"adj stemmed1=n";negative
strong;ironies;"adj stemmed1=n";negative
strong;ironies;"noun stemmed1=n";negative
strong;irony;"anypos stemmed1=n";negative
strong;irrational;"adj stemmed1=n";negative
strong;irrationality;"noun stemmed1=n";negative
strong;irrationally;"anypos stemmed1=n";negative
strong;irreconcilable;"adj stemmed1=n";negative
strong;irredeemable;"adj stemmed1=n";negative
strong;irredeemably;"adverb stemmed1=n";negative
strong;irreformable;"adj stemmed1=n";negative
strong;irrefutable;"adj stemmed1=n";positive
strong;irrefutably;"anypos stemmed1=n";positive
strong;irregardless;"anypos stemmed1=n";neutral
weak;irregular;"adj stemmed1=n";negative
weak;irregularity;"noun stemmed1=n";negative
strong;irrelevance;"noun stemmed1=n";negative
strong;irrelevant;"adj stemmed1=n";negative
strong;irreparable;"adj stemmed1=n";negative
strong;irreplacible;"adj stemmed1=n";negative
strong;irrepressible;"adj stemmed1=n";negative
strong;irreproachable;"adj stemmed1=n";positive
strong;irresistible;"adj stemmed1=n";positive
strong;irresistibly;"anypos stemmed1=n";positive
strong;irresolute;"adj stemmed1=n";negative
weak;irresolvable;"adj stemmed1=n";negative
strong;irresponsible;"adj stemmed1=n";negative
strong;irresponsibly;"adverb stemmed1=n";negative
weak;irretrievable;"adj stemmed1=n";negative
strong;irreverence;"noun stemmed1=n";negative
strong;irreverent;"adj stemmed1=n";negative
strong;irreverently;"adverb stemmed1=n";negative
strong;irreversible;"adj stemmed1=n";negative
strong;irreversible;"noun stemmed1=n";negative
strong;irritable;"adj stemmed1=n";negative
strong;irritably;"adverb stemmed1=n";negative
weak;irritant;"noun stemmed1=n";negative
strong;irritate;"verb stemmed1=y";negative
strong;irritated;"adj stemmed1=n";negative
strong;irritating;"anypos stemmed1=n";negative
strong;irritation;"adj stemmed1=n";negative
strong;irritation;"noun stemmed1=n";negative
weak;isolate;"verb stemmed1=y";negative
weak;isolated;"adj stemmed1=n";negative
weak;isolation;"noun stemmed1=n";negative
strong;itch;"verb stemmed1=y";negative
strong;jabber;"verb stemmed1=y";negative
strong;jaded;"adj stemmed1=n";negative
weak;jam;"noun stemmed1=n";negative
weak;jar;"verb stemmed1=y";negative
strong;jaundiced;"adj stemmed1=n";negative
strong;jauntily;"adverb stemmed1=n";positive
strong;jaunty;"adj stemmed1=n";positive
strong;jealous;"adj stemmed1=n";negative
strong;jealously;"anypos stemmed1=n";negative
strong;jealousness;"noun stemmed1=n";negative
strong;jealousy;"noun stemmed1=n";negative
strong;jeer;"noun stemmed1=n";negative
strong;jeer;"verb stemmed1=y";negative
strong;jeering;"anypos stemmed1=y";negative
strong;jeeringly;"anypos stemmed1=y";negative
strong;jeers;"noun stemmed1=n";negative
strong;jeopardize;"verb stemmed1=y";negative
strong;jeopardy;"noun stemmed1=n";negative
strong;jerk;"anypos stemmed1=y";negative
strong;jest;"verb stemmed1=y";positive
strong;jittery;"adj stemmed1=n";negative
weak;jobless;"adj stemmed1=n";negative
strong;joke;"noun stemmed1=n";positive
strong;joke;"verb stemmed1=y";positive
strong;joker;"noun stemmed1=n";negative
weak;jollify;"verb stemmed1=y";positive
strong;jolly;"anypos stemmed1=y";positive
weak;jolt;"verb stemmed1=y";negative
strong;jovial;"adj stemmed1=n";positive
strong;joy;"noun stemmed1=n";positive
strong;joyful;"adj stemmed1=n";positive
strong;joyfully;"anypos stemmed1=n";positive
strong;joyless;"adj stemmed1=n";positive
strong;joyous;"anypos stemmed1=n";positive
strong;joyously;"anypos stemmed1=n";positive
strong;jubilant;"adj stemmed1=n";positive
strong;jubilantly;"anypos stemmed1=n";positive
strong;jubilate;"verb stemmed1=y";positive
strong;jubilation;"anypos stemmed1=n";positive
strong;jubilation;"noun stemmed1=n";positive
weak;judgement;"adj stemmed1=n";neutral
weak;judgement;"noun stemmed1=n";neutral
weak;judgements;"adj stemmed1=n";neutral
weak;judgements;"noun stemmed1=n";neutral
strong;judicious;"adj stemmed1=n";positive
weak;judgment;"adj stemmed1=n";neutral
weak;judgment;"noun stemmed1=n";neutral
weak;judgments;"adj stemmed1=n";neutral
weak;judgments;"noun stemmed1=n";neutral
weak;jumpy;"adj stemmed1=n";negative
weak;junk;"noun stemmed1=n";negative
weak;junky;"adj stemmed1=n";negative
strong;just;"adj stemmed1=n";positive
weak;just;"anypos stemmed1=n";positive
weak;just;"noun stemmed1=n";positive
weak;justice;"adj stemmed1=n";positive
weak;justice;"noun stemmed1=n";positive
strong;justifiable;"adj stemmed1=n";positive
strong;justifiably;"anypos stemmed1=y";positive
strong;justification;"noun stemmed1=n";positive
strong;justify;"verb stemmed1=y";positive
strong;justly;"anypos stemmed1=n";positive
weak;juvenile;"adj stemmed1=n";negative
strong;kaput;"adj stemmed1=n";negative
strong;keen;"adj stemmed1=n";positive
strong;keen;"noun stemmed1=n";negative
strong;keen;"verb stemmed1=y";negative
strong;keenly;"anypos stemmed1=n";positive
strong;keenness;"adj stemmed1=n";positive
strong;keenness;"noun stemmed1=n";positive
strong;kemp;"adj stemmed1=n";positive
weak;key;"adj stemmed1=n";neutral
strong;kick;"adj stemmed1=n";negative
strong;kick;"noun stemmed1=n";negative
strong;kid;"verb stemmed1=y";positive
weak;kill;"verb stemmed1=y";negative
weak;killer;"noun stemmed1=n";negative
weak;killer;"noun stemmed1=n";negative
strong;killjoy;"noun stemmed1=n";negative
strong;kind;"adj stemmed1=n";positive
strong;kindly;"anypos stemmed1=n";positive
strong;kindliness;"noun stemmed1=n";positive
strong;kindness;"noun stemmed1=n";positive
strong;kingmaker;"noun stemmed1=n";positive
weak;kiss;"noun stemmed1=n";positive
weak;kiss;"verb stemmed1=y";positive
strong;knave;"noun stemmed1=n";negative
weak;knife;"verb stemmed1=y";negative
weak;knock;"noun stemmed1=n";negative
weak;knock;"verb stemmed1=y";negative
strong;knew;"verb stemmed1=n";neutral
strong;know;"verb stemmed1=n";neutral
strong;knowing;"anypos stemmed1=n";neutral
strong;knowingly;"anypos stemmed1=n";neutral
strong;knowledge;"noun stemmed1=n";neutral
strong;knowledgeable;"anypos stemmed1=n";positive
strong;kook;"noun stemmed1=n";negative
strong;kooky;"adj stemmed1=n";negative
strong;lack;"adj stemmed1=n";negative
strong;lack;"noun stemmed1=n";negative
strong;lackadaisical;"adj stemmed1=n";negative
strong;lackey;"noun stemmed1=n";negative
strong;lackeys;"adj stemmed1=n";negative
strong;lackeys;"noun stemmed1=n";negative
strong;lacking;"adj stemmed1=n";negative
